Driver,Team,LapNumber,LapTime,Position,Stint,TyreLife,Compound,FreshTyre,TrackStatus,PitInTime,PitOutTime,IsAccurate,TrackTemp,AirTemp,Humidity,Rainfall,Year,StartingPosition
VET,Aston Martin,63.0,83.813,13.0,730,28.0,SOFT,False,1,,,True,36.1,23.2,56.8,False,2021,13.0
RUS,Williams,63.0,85.234,14.0,730,35.0,MEDIUM,True,1,,,True,36.1,23.2,56.8,False,2021,15.0
GIO,Alfa Romeo Racing,63.0,83.949,15.0,731,27.0,SOFT,False,1,,,True,35.9,23.2,56.7,False,2021,14.0
LAT,Williams,63.0,82.96,16.0,732,16.0,SOFT,False,1,,,True,35.9,23.2,56.7,False,2021,19.0
ALO,Alpine,63.0,81.182,17.0,733,5.0,SOFT,False,1,,,True,35.9,23.2,56.7,False,2021,10.0
MSC,Haas F1 Team,63.0,85.695,18.0,733,13.0,MEDIUM,True,1,,,True,35.9,23.2,56.7,False,2021,18.0
MAZ,Haas F1 Team,63.0,84.739,19.0,733,21.0,MEDIUM,True,1,,,True,35.9,23.2,56.2,False,2021,20.0
HAM,Mercedes,64.0,81.708,1.0,733,28.0,MEDIUM,False,1,,,True,36.1,23.2,56.8,False,2021,1.0
VER,Red Bull Racing,64.0,79.619,2.0,734,4.0,SOFT,True,1,,,True,36.1,23.2,56.8,False,2021,2.0
BOT,Mercedes,64.0,80.632,3.0,734,14.0,SOFT,False,1,,,True,36.1,23.2,56.8,False,2021,3.0
LEC,Ferrari,64.0,80.459,4.0,735,9.0,SOFT,False,1,,,True,35.9,23.2,56.7,False,2021,4.0
PER,Red Bull Racing,64.0,81.703,5.0,735,10.0,SOFT,False,1,,,True,35.9,23.2,56.7,False,2021,8.0
RIC,McLaren,64.0,82.489,6.0,735,19.0,SOFT,False,1,,,True,35.9,23.2,56.7,False,2021,7.0
SAI,Ferrari,64.0,82.454,7.0,735,21.0,SOFT,False,1,,,True,35.9,23.2,56.7,False,2021,6.0
NOR,McLaren,64.0,82.989,8.0,736,16.0,SOFT,False,1,,,True,35.9,23.2,56.7,False,2021,9.0
OCO,Alpine,64.0,86.766,9.0,736,41.0,MEDIUM,True,1,,,True,35.9,23.2,56.2,False,2021,5.0
GAS,AlphaTauri,64.0,81.375,10.0,737,17.0,SOFT,True,1,,,True,35.9,23.2,56.2,False,2021,12.0
STR,Aston Martin,64.0,83.177,11.0,737,28.0,SOFT,False,1,,,True,35.9,23.2,56.2,False,2021,11.0
RAI,Alfa Romeo Racing,64.0,83.057,12.0,738,27.0,SOFT,True,1,,,True,35.9,23.2,56.2,False,2021,17.0
VET,Aston Martin,64.0,83.51,13.0,738,29.0,SOFT,False,1,,,True,35.9,23.2,56.2,False,2021,13.0
RUS,Williams,64.0,86.77,14.0,738,36.0,MEDIUM,True,1,,,True,35.9,23.2,56.2,False,2021,15.0
GIO,Alfa Romeo Racing,64.0,83.445,15.0,739,28.0,SOFT,False,1,,,True,35.9,23.2,56.2,False,2021,14.0
LAT,Williams,64.0,82.942,16.0,740,17.0,SOFT,False,1,,,True,35.9,23.2,56.2,False,2021,19.0
ALO,Alpine,64.0,83.452,17.0,741,6.0,SOFT,False,1,,,True,35.9,23.2,56.2,False,2021,10.0
MSC,Haas F1 Team,64.0,83.585,18.0,741,14.0,MEDIUM,True,1,,,True,35.9,23.2,56.2,False,2021,18.0
MAZ,Haas F1 Team,64.0,84.471,19.0,741,22.0,MEDIUM,True,1,,,True,35.6,23.3,56.6,False,2021,20.0
HAM,Mercedes,65.0,81.985,1.0,741,29.0,MEDIUM,False,1,,,True,35.9,23.2,56.7,False,2021,1.0
VER,Red Bull Racing,65.0,80.146,2.0,742,5.0,SOFT,True,1,,,True,35.9,23.2,56.7,False,2021,2.0
BOT,Mercedes,65.0,79.43,3.0,742,15.0,SOFT,False,1,,,True,35.9,23.2,56.7,False,2021,3.0
LEC,Ferrari,65.0,82.501,4.0,743,10.0,SOFT,False,1,,,True,35.9,23.2,56.2,False,2021,4.0
PER,Red Bull Racing,65.0,81.408,5.0,743,11.0,SOFT,False,1,,,True,35.9,23.2,56.2,False,2021,8.0
RIC,McLaren,65.0,82.298,6.0,743,20.0,SOFT,False,1,,,True,35.9,23.2,56.2,False,2021,7.0
SAI,Ferrari,65.0,82.259,7.0,743,22.0,SOFT,False,1,,,True,35.9,23.2,56.2,False,2021,6.0
NOR,McLaren,65.0,83.099,8.0,744,17.0,SOFT,False,1,,,True,35.6,23.3,56.6,False,2021,9.0
OCO,Alpine,65.0,86.593,9.0,744,42.0,MEDIUM,True,1,,,True,35.6,23.3,56.6,False,2021,5.0
GAS,AlphaTauri,65.0,83.746,10.0,745,18.0,SOFT,True,1,,,True,35.6,23.3,56.6,False,2021,12.0
STR,Aston Martin,65.0,83.643,11.0,745,29.0,SOFT,False,1,,,True,35.6,23.3,56.6,False,2021,11.0
RAI,Alfa Romeo Racing,65.0,83.61,12.0,746,28.0,SOFT,True,1,,,True,35.6,23.3,56.6,False,2021,17.0
VET,Aston Martin,65.0,83.519,13.0,746,30.0,SOFT,False,1,,,True,35.6,23.3,56.6,False,2021,13.0
RUS,Williams,65.0,85.794,14.0,746,37.0,MEDIUM,True,1,,,True,35.6,23.3,56.6,False,2021,15.0
GIO,Alfa Romeo Racing,65.0,83.896,15.0,747,29.0,SOFT,False,1,,,True,35.6,23.3,56.6,False,2021,14.0
LAT,Williams,65.0,88.857,16.0,748,18.0,SOFT,False,1,,,True,35.4,23.3,56.2,False,2021,19.0
ALO,Alpine,65.0,81.355,17.0,749,7.0,SOFT,False,1,,,True,35.4,23.3,56.2,False,2021,10.0
HAM,Mercedes,66.0,82.044,1.0,749,30.0,MEDIUM,False,1,,,True,35.9,23.2,56.2,False,2021,1.0
VER,Red Bull Racing,66.0,80.875,2.0,750,6.0,SOFT,True,1,,,True,35.6,23.3,56.6,False,2021,2.0
BOT,Mercedes,66.0,81.252,3.0,750,16.0,SOFT,False,1,,,True,35.6,23.3,56.6,False,2021,3.0
LEC,Ferrari,66.0,83.696,4.0,751,11.0,SOFT,False,1,,,True,35.6,23.3,56.6,False,2021,4.0
PER,Red Bull Racing,66.0,80.971,5.0,751,12.0,SOFT,False,1,,,True,35.6,23.3,56.6,False,2021,8.0
RIC,McLaren,66.0,82.438,6.0,751,21.0,SOFT,False,1,,,True,35.4,23.3,56.2,False,2021,7.0
SAI,Ferrari,66.0,82.347,7.0,751,23.0,SOFT,False,1,,,True,35.4,23.3,56.2,False,2021,6.0
LEC,Ferrari,1.0,88.746,1.0,1,1.0,SOFT,True,12,,,False,49.3,36.6,6.0,False,2022,1.0
VER,Red Bull Racing,1.0,89.739,2.0,1,4.0,SOFT,False,12,,,False,49.3,36.6,6.0,False,2022,2.0
RUS,Mercedes,1.0,90.987,3.0,2,4.0,SOFT,False,12,,,False,49.3,36.6,6.0,False,2022,4.0
PER,Red Bull Racing,1.0,92.215,4.0,3,4.0,SOFT,False,12,,,False,49.3,36.6,6.0,False,2022,5.0
SAI,Ferrari,1.0,92.878,5.0,4,4.0,SOFT,False,12,,,False,49.3,36.6,6.0,False,2022,3.0
MSC,Haas F1 Team,1.0,94.018,6.0,5,3.0,SOFT,False,12,,,False,49.3,36.6,6.0,False,2022,10.0
BOT,Alfa Romeo,1.0,94.684,7.0,5,4.0,SOFT,False,12,,,False,49.3,36.6,6.0,False,2022,7.0
RIC,McLaren,1.0,95.429,8.0,6,4.0,SOFT,False,12,,,False,49.3,36.6,6.0,False,2022,9.0
OCO,Alpine,1.0,95.905,9.0,7,1.0,SOFT,True,12,,,False,49.3,36.6,6.0,False,2022,12.0
NOR,McLaren,1.0,96.471,10.0,8,1.0,SOFT,True,12,,,False,49.3,36.6,6.0,False,2022,11.0
TSU,AlphaTauri,1.0,97.032,11.0,9,1.0,SOFT,True,12,,,False,49.3,36.6,6.0,False,2022,13.0
GAS,AlphaTauri,1.0,97.54,12.0,10,1.0,SOFT,True,12,,,False,49.3,36.6,6.0,False,2022,14.0
VET,Aston Martin,1.0,97.914,13.0,10,4.0,SOFT,False,12,,,False,49.3,36.6,6.0,False,2022,16.0
STR,Aston Martin,1.0,98.434,14.0,11,4.0,SOFT,False,12,,,False,49.3,36.6,6.0,False,2022,17.0
ALO,Alpine,1.0,99.123,15.0,12,1.0,SOFT,True,12,,,False,49.3,36.6,6.0,False,2022,20.0
ALB,Williams,1.0,99.503,16.0,13,1.0,SOFT,True,12,,,False,49.3,36.6,6.0,False,2022,18.0
ZHO,Alfa Romeo,1.0,99.84,17.0,14,1.0,SOFT,True,12,,,False,49.3,36.6,6.0,False,2022,15.0
LAT,Williams,1.0,100.512,18.0,15,1.0,SOFT,True,12,,,False,49.3,36.6,6.0,False,2022,19.0
HAM,Mercedes,1.0,115.147,19.0,16,1.0,MEDIUM,True,12,0 days 01:04:05.538000,,False,49.3,36.6,6.0,False,2022,6.0
MAG,Haas F1 Team,1.0,135.888,20.0,16,3.0,SOFT,False,12,0 days 01:04:26.287000,,False,49.4,36.7,7.0,False,2022,8.0
LEC,Ferrari,2.0,87.627,1.0,17,2.0,SOFT,True,1,,,True,49.4,36.7,7.0,False,2022,1.0
VER,Red Bull Racing,2.0,87.509,2.0,17,5.0,SOFT,False,1,,,True,49.4,36.7,7.0,False,2022,2.0
RUS,Mercedes,2.0,87.831,3.0,18,5.0,SOFT,False,1,,,True,49.4,36.7,7.0,False,2022,4.0
PER,Red Bull Racing,2.0,87.791,4.0,19,5.0,SOFT,False,1,,,True,49.4,36.7,7.0,False,2022,5.0
SAI,Ferrari,2.0,88.431,5.0,20,5.0,SOFT,False,1,,,True,49.4,36.7,7.0,False,2022,3.0
MSC,Haas F1 Team,2.0,89.013,6.0,21,4.0,SOFT,False,1,,,True,49.4,36.7,7.0,False,2022,10.0
BOT,Alfa Romeo,2.0,89.46,7.0,21,5.0,SOFT,False,1,,,True,49.4,36.7,7.0,False,2022,7.0
RIC,McLaren,2.0,89.663,8.0,22,5.0,SOFT,False,1,,,True,49.4,36.7,7.0,False,2022,9.0
OCO,Alpine,2.0,89.962,9.0,23,2.0,SOFT,True,1,,,True,49.4,36.7,7.0,False,2022,12.0
NOR,McLaren,2.0,90.317,10.0,24,2.0,SOFT,True,1,,,True,49.4,36.7,7.0,False,2022,11.0
TSU,AlphaTauri,2.0,90.603,11.0,25,2.0,SOFT,True,1,,,True,49.4,36.7,7.0,False,2022,13.0
GAS,AlphaTauri,2.0,90.898,12.0,26,2.0,SOFT,True,1,,,True,49.4,36.7,7.0,False,2022,14.0
VET,Aston Martin,2.0,90.959,13.0,26,5.0,SOFT,False,1,,,True,49.4,36.7,7.0,False,2022,16.0
STR,Aston Martin,2.0,91.063,14.0,27,5.0,SOFT,False,1,,,True,49.4,36.7,7.0,False,2022,17.0
ALO,Alpine,2.0,90.932,15.0,28,2.0,SOFT,True,1,,,True,49.4,36.7,7.0,False,2022,20.0
ALB,Williams,2.0,91.252,16.0,29,2.0,SOFT,True,1,,,True,49.4,36.7,7.0,False,2022,18.0
ZHO,Alfa Romeo,2.0,91.212,17.0,30,2.0,SOFT,True,1,,,True,49.4,36.7,7.0,False,2022,15.0
LAT,Williams,2.0,91.197,18.0,31,2.0,SOFT,True,1,,,True,49.4,36.7,7.0,False,2022,19.0
HAM,Mercedes,2.0,115.134,19.0,31,3.0,SOFT,False,1,,0 days 01:04:36.616000,False,49.4,36.7,7.0,False,2022,6.0
MAG,Haas F1 Team,2.0,113.833,20.0,32,1.0,MEDIUM,True,1,,0 days 01:04:55.906000,False,49.4,36.9,6.0,False,2022,8.0
LEC,Ferrari,3.0,87.198,1.0,32,3.0,SOFT,True,1,,,True,49.4,36.9,6.0,False,2022,1.0
VER,Red Bull Racing,3.0,87.574,2.0,32,6.0,SOFT,False,1,,,True,49.4,36.9,6.0,False,2022,2.0
RUS,Mercedes,3.0,87.9,3.0,33,6.0,SOFT,False,1,,,True,49.4,36.9,6.0,False,2022,4.0
PER,Red Bull Racing,3.0,87.942,4.0,34,6.0,SOFT,False,1,,,True,49.4,36.9,6.0,False,2022,5.0
SAI,Ferrari,3.0,88.145,5.0,35,6.0,SOFT,False,1,,,True,49.4,36.9,6.0,False,2022,3.0
MSC,Haas F1 Team,3.0,89.329,6.0,36,5.0,SOFT,False,1,,,True,49.4,36.9,6.0,False,2022,10.0
BOT,Alfa Romeo,3.0,88.709,7.0,36,6.0,SOFT,False,1,,,True,49.4,36.9,6.0,False,2022,7.0
RIC,McLaren,3.0,89.28,8.0,37,6.0,SOFT,False,1,,,True,49.4,36.9,6.0,False,2022,9.0
OCO,Alpine,3.0,89.434,9.0,38,3.0,SOFT,True,1,,,True,49.4,36.9,6.0,False,2022,12.0
NOR,McLaren,3.0,89.87,10.0,39,3.0,SOFT,True,1,,,True,49.4,36.9,6.0,False,2022,11.0
TSU,AlphaTauri,3.0,89.864,11.0,40,3.0,SOFT,True,1,,,True,49.4,36.9,6.0,False,2022,13.0
GAS,AlphaTauri,3.0,89.831,12.0,41,3.0,SOFT,True,1,,,True,49.4,36.9,6.0,False,2022,14.0
VET,Aston Martin,3.0,90.09,13.0,41,6.0,SOFT,False,1,,,True,49.4,36.9,6.0,False,2022,16.0
STR,Aston Martin,3.0,90.49,14.0,42,6.0,SOFT,False,1,,,True,49.4,36.9,6.0,False,2022,17.0
ALO,Alpine,3.0,90.573,15.0,43,3.0,SOFT,True,1,,,True,49.4,36.9,6.0,False,2022,20.0
ZHO,Alfa Romeo,3.0,90.169,16.0,44,3.0,SOFT,True,1,,,True,49.4,36.9,6.0,False,2022,15.0
ALB,Williams,3.0,91.561,17.0,45,3.0,SOFT,True,1,,,True,49.4,36.9,6.0,False,2022,18.0
LAT,Williams,3.0,91.102,18.0,46,3.0,SOFT,True,1,,,True,49.4,36.9,6.0,False,2022,19.0
HAM,Mercedes,3.0,87.495,19.0,46,4.0,SOFT,False,1,,,True,49.4,36.9,6.0,False,2022,6.0
MAG,Haas F1 Team,3.0,87.537,20.0,47,2.0,MEDIUM,True,1,,,True,49.4,36.9,6.0,False,2022,8.0
LEC,Ferrari,4.0,87.671,1.0,47,4.0,SOFT,True,1,,,True,49.4,36.9,6.0,False,2022,1.0
VER,Red Bull Racing,4.0,87.601,2.0,47,7.0,SOFT,False,1,,,True,49.4,36.9,6.0,False,2022,2.0
RUS,Mercedes,4.0,88.177,3.0,48,7.0,SOFT,False,1,,,True,49.4,36.9,6.0,False,2022,4.0
PER,Red Bull Racing,4.0,88.119,4.0,49,7.0,SOFT,False,1,,,True,49.4,36.9,6.0,False,2022,5.0
SAI,Ferrari,4.0,88.127,5.0,50,7.0,SOFT,False,1,,,True,49.4,36.9,6.0,False,2022,3.0
BOT,Alfa Romeo,4.0,88.499,6.0,51,7.0,SOFT,False,1,,,True,49.5,37.0,6.0,False,2022,7.0
MSC,Haas F1 Team,4.0,90.6,7.0,52,6.0,SOFT,False,1,,,True,49.5,37.0,6.0,False,2022,10.0
RIC,McLaren,4.0,89.651,8.0,52,7.0,SOFT,False,1,,,True,49.5,37.0,6.0,False,2022,9.0
OCO,Alpine,4.0,89.087,9.0,53,4.0,SOFT,True,1,,,True,49.5,37.0,6.0,False,2022,12.0
NOR,McLaren,4.0,89.647,10.0,54,4.0,SOFT,True,1,,,True,49.5,37.0,6.0,False,2022,11.0
TSU,AlphaTauri,4.0,89.457,11.0,55,4.0,SOFT,True,1,,,True,49.5,37.0,6.0,False,2022,13.0
GAS,AlphaTauri,4.0,89.589,12.0,56,4.0,SOFT,True,1,,,True,49.5,37.0,6.0,False,2022,14.0
VET,Aston Martin,4.0,89.876,13.0,56,7.0,SOFT,False,1,,,True,49.5,37.0,6.0,False,2022,16.0
STR,Aston Martin,4.0,89.978,14.0,57,7.0,SOFT,False,1,,,True,49.5,37.0,6.0,False,2022,17.0
ALO,Alpine,4.0,89.627,15.0,58,4.0,SOFT,True,1,,,True,49.5,37.0,6.0,False,2022,20.0
ZHO,Alfa Romeo,4.0,89.824,16.0,59,4.0,SOFT,True,1,,,True,49.5,37.0,6.0,False,2022,15.0
ALB,Williams,4.0,90.224,17.0,60,4.0,SOFT,True,1,,,True,49.5,37.0,6.0,False,2022,18.0
LAT,Williams,4.0,90.425,18.0,61,4.0,SOFT,True,1,,,True,49.5,37.0,6.0,False,2022,19.0
HAM,Mercedes,4.0,88.327,19.0,61,5.0,SOFT,False,1,,,True,49.5,37.0,6.0,False,2022,6.0
MAG,Haas F1 Team,4.0,87.693,20.0,62,3.0,MEDIUM,True,1,,,True,49.3,37.0,6.0,False,2022,8.0
LEC,Ferrari,5.0,87.891,1.0,62,5.0,SOFT,True,1,,,True,49.3,37.0,6.0,False,2022,1.0
VER,Red Bull Racing,5.0,87.937,2.0,62,8.0,SOFT,False,1,,,True,49.3,37.0,6.0,False,2022,2.0
RUS,Mercedes,5.0,88.503,3.0,63,8.0,SOFT,False,1,,,True,49.3,37.0,6.0,False,2022,4.0
PER,Red Bull Racing,5.0,88.534,4.0,64,8.0,SOFT,False,1,,,True,49.3,37.0,6.0,False,2022,5.0
SAI,Ferrari,5.0,88.385,5.0,65,8.0,SOFT,False,1,,,True,49.3,37.0,6.0,False,2022,3.0
BOT,Alfa Romeo,5.0,88.999,6.0,66,8.0,SOFT,False,1,,,True,49.3,37.0,6.0,False,2022,7.0
MSC,Haas F1 Team,5.0,90.017,7.0,67,7.0,SOFT,False,1,,,True,49.3,37.0,6.0,False,2022,10.0
OCO,Alpine,5.0,88.992,8.0,68,5.0,SOFT,True,1,,,True,49.3,37.0,6.0,False,2022,12.0
RIC,McLaren,5.0,90.979,9.0,68,8.0,SOFT,False,1,,,True,49.3,37.0,6.0,False,2022,9.0
NOR,McLaren,5.0,89.915,10.0,69,5.0,SOFT,True,1,,,True,49.3,37.0,6.0,False,2022,11.0
TSU,AlphaTauri,5.0,90.038,11.0,70,5.0,SOFT,True,1,,,True,49.3,37.0,6.0,False,2022,13.0
GAS,AlphaTauri,5.0,89.981,12.0,71,5.0,SOFT,True,1,,,True,49.3,37.0,6.0,False,2022,14.0
VET,Aston Martin,5.0,90.074,13.0,71,8.0,SOFT,False,1,,,True,49.3,37.0,6.0,False,2022,16.0
ALO,Alpine,5.0,89.174,14.0,72,5.0,SOFT,True,1,,,True,49.3,37.0,6.0,False,2022,20.0
STR,Aston Martin,5.0,91.223,15.0,72,8.0,SOFT,False,1,,,True,49.3,37.0,6.0,False,2022,17.0
ZHO,Alfa Romeo,5.0,90.451,16.0,73,5.0,SOFT,True,1,,,True,49.3,37.0,6.0,False,2022,15.0
ALB,Williams,5.0,90.495,17.0,74,5.0,SOFT,True,1,,,True,49.3,37.0,6.0,False,2022,18.0
LAT,Williams,5.0,90.854,18.0,75,5.0,SOFT,True,1,,,True,49.3,37.0,6.0,False,2022,19.0
HAM,Mercedes,5.0,89.321,19.0,75,6.0,SOFT,False,1,,,True,49.3,37.0,6.0,False,2022,6.0
MAG,Haas F1 Team,5.0,88.24,20.0,76,4.0,MEDIUM,True,1,,,True,49.3,37.0,6.0,False,2022,8.0
LEC,Ferrari,6.0,87.427,1.0,76,6.0,SOFT,True,1,,,True,49.3,37.0,6.0,False,2022,1.0
VER,Red Bull Racing,6.0,87.761,2.0,76,9.0,SOFT,False,1,,,True,49.3,37.0,6.0,False,2022,2.0
RUS,Mercedes,6.0,88.655,3.0,77,9.0,SOFT,False,1,,,True,49.3,37.0,6.0,False,2022,4.0
PER,Red Bull Racing,6.0,88.708,4.0,78,9.0,SOFT,False,1,,,True,49.3,37.0,6.0,False,2022,5.0
SAI,Ferrari,6.0,88.613,5.0,79,9.0,SOFT,False,1,,,True,49.3,37.0,6.0,False,2022,3.0
BOT,Alfa Romeo,6.0,88.984,6.0,80,9.0,SOFT,False,1,,,True,49.3,37.0,6.0,False,2022,7.0
OCO,Alpine,6.0,88.76,7.0,81,6.0,SOFT,True,1,,,True,49.5,36.9,6.0,False,2022,12.0
MSC,Haas F1 Team,6.0,90.939,8.0,81,8.0,SOFT,False,1,,,True,49.5,36.9,6.0,False,2022,10.0
RIC,McLaren,6.0,89.981,9.0,81,9.0,SOFT,False,1,,,True,49.5,36.9,6.0,False,2022,9.0
NOR,McLaren,6.0,89.796,10.0,82,6.0,SOFT,True,1,,,True,49.5,36.9,6.0,False,2022,11.0
TSU,AlphaTauri,6.0,90.018,11.0,83,6.0,SOFT,True,1,,,True,49.5,36.9,6.0,False,2022,13.0
GAS,AlphaTauri,6.0,89.945,12.0,84,6.0,SOFT,True,1,,,True,49.5,36.9,6.0,False,2022,14.0
VET,Aston Martin,6.0,90.45,13.0,84,9.0,SOFT,False,1,,,True,49.5,36.9,6.0,False,2022,16.0
ALO,Alpine,6.0,90.389,14.0,85,6.0,SOFT,True,1,,,True,49.5,36.9,6.0,False,2022,20.0
ZHO,Alfa Romeo,6.0,90.711,15.0,86,6.0,SOFT,True,1,,,True,49.5,36.9,6.0,False,2022,15.0
STR,Aston Martin,6.0,91.457,16.0,86,9.0,SOFT,False,1,,,True,49.5,36.9,6.0,False,2022,17.0
ALB,Williams,6.0,91.25,17.0,87,6.0,SOFT,True,1,,,True,49.5,36.9,6.0,False,2022,18.0
LAT,Williams,6.0,91.335,18.0,88,6.0,SOFT,True,1,,,True,49.5,36.9,6.0,False,2022,19.0
HAM,Mercedes,6.0,88.986,19.0,88,7.0,SOFT,False,12,,,True,49.5,36.9,6.0,False,2022,6.0
MAG,Haas F1 Team,6.0,88.784,20.0,89,5.0,MEDIUM,True,12,,,True,49.5,36.8,6.0,False,2022,8.0
LEC,Ferrari,7.0,87.897,1.0,89,7.0,SOFT,True,12,,,True,49.5,36.8,6.0,False,2022,1.0
VER,Red Bull Racing,7.0,88.07,2.0,89,10.0,SOFT,False,12,,,True,49.5,36.8,6.0,False,2022,2.0
RUS,Mercedes,7.0,88.74,3.0,90,10.0,SOFT,False,12,,,True,49.5,36.8,6.0,False,2022,4.0
PER,Red Bull Racing,7.0,88.456,4.0,91,10.0,SOFT,False,12,,,True,49.5,36.8,6.0,False,2022,5.0
BOT,Alfa Romeo,7.0,89.508,5.0,92,10.0,SOFT,False,12,,,True,49.5,36.8,6.0,False,2022,7.0
OCO,Alpine,7.0,89.725,6.0,93,7.0,SOFT,True,12,,,True,49.5,36.8,6.0,False,2022,12.0
MSC,Haas F1 Team,7.0,90.338,7.0,93,9.0,SOFT,False,12,,,True,49.5,36.8,6.0,False,2022,10.0
RIC,McLaren,7.0,90.399,8.0,93,10.0,SOFT,False,12,,,True,49.5,36.8,6.0,False,2022,9.0
NOR,McLaren,7.0,90.165,9.0,94,7.0,SOFT,True,12,,,True,49.5,36.8,6.0,False,2022,11.0
TSU,AlphaTauri,7.0,90.32,10.0,95,7.0,SOFT,True,12,,,True,49.5,36.8,6.0,False,2022,13.0
SAI,Ferrari,7.0,103.795,11.0,95,10.0,SOFT,False,12,,,True,49.5,36.8,6.0,False,2022,3.0
GAS,AlphaTauri,7.0,91.338,12.0,96,7.0,SOFT,True,12,,,True,49.5,36.8,6.0,False,2022,14.0
ALO,Alpine,7.0,89.656,13.0,97,7.0,SOFT,True,12,,,True,49.5,36.8,6.0,False,2022,20.0
VET,Aston Martin,7.0,91.635,14.0,97,10.0,SOFT,False,12,,,True,49.5,36.8,6.0,False,2022,16.0
ZHO,Alfa Romeo,7.0,90.865,15.0,98,7.0,SOFT,True,12,,,True,49.5,36.8,6.0,False,2022,15.0
STR,Aston Martin,7.0,91.49,16.0,98,10.0,SOFT,False,12,,,True,49.5,36.8,6.0,False,2022,17.0
ALB,Williams,7.0,91.389,17.0,99,7.0,SOFT,True,12,,,True,49.5,36.8,6.0,False,2022,18.0
LAT,Williams,7.0,91.34,18.0,100,7.0,SOFT,True,12,,,True,49.5,36.8,6.0,False,2022,19.0
HAM,Mercedes,7.0,89.147,19.0,100,8.0,SOFT,False,1,,,True,49.5,37.0,6.0,False,2022,6.0
MAG,Haas F1 Team,7.0,89.243,20.0,101,6.0,MEDIUM,True,1,,,True,49.5,37.0,6.0,False,2022,8.0
LEC,Ferrari,8.0,87.782,1.0,101,8.0,SOFT,True,1,,,True,49.5,37.0,6.0,False,2022,1.0
VER,Red Bull Racing,8.0,88.115,2.0,101,11.0,SOFT,False,1,,,True,49.5,37.0,6.0,False,2022,2.0
RUS,Mercedes,8.0,88.892,3.0,102,11.0,SOFT,False,1,,,True,49.5,37.0,6.0,False,2022,4.0
PER,Red Bull Racing,8.0,88.703,4.0,103,11.0,SOFT,False,1,,,True,49.5,37.0,6.0,False,2022,5.0
BOT,Alfa Romeo,8.0,89.083,5.0,104,11.0,SOFT,False,1,,,True,49.5,37.0,6.0,False,2022,7.0
OCO,Alpine,8.0,89.294,6.0,105,8.0,SOFT,True,1,,,True,49.5,37.0,6.0,False,2022,12.0
MSC,Haas F1 Team,8.0,90.32,7.0,105,10.0,SOFT,False,1,,,True,49.5,37.0,6.0,False,2022,10.0
RIC,McLaren,8.0,90.159,8.0,105,11.0,SOFT,False,1,,,True,49.5,37.0,6.0,False,2022,9.0
NOR,McLaren,8.0,89.859,9.0,106,8.0,SOFT,True,1,,,True,49.5,37.0,6.0,False,2022,11.0
TSU,AlphaTauri,8.0,90.237,10.0,107,8.0,SOFT,True,1,,,True,49.5,37.0,6.0,False,2022,13.0
SAI,Ferrari,8.0,90.09,11.0,107,11.0,SOFT,False,1,,,True,49.5,37.0,6.0,False,2022,3.0
GAS,AlphaTauri,8.0,90.773,12.0,108,8.0,SOFT,True,1,,,True,49.5,37.0,6.0,False,2022,14.0
ALO,Alpine,8.0,90.653,13.0,109,8.0,SOFT,True,1,,,True,49.5,37.0,6.0,False,2022,20.0
VET,Aston Martin,8.0,90.72,14.0,109,11.0,SOFT,False,1,,,True,49.5,37.0,6.0,False,2022,16.0
ZHO,Alfa Romeo,8.0,90.614,15.0,110,8.0,SOFT,True,12,,,True,49.5,37.0,6.0,False,2022,15.0
STR,Aston Martin,8.0,90.867,16.0,110,11.0,SOFT,False,12,,,True,49.5,37.0,6.0,False,2022,17.0
ALB,Williams,8.0,91.244,17.0,111,8.0,SOFT,True,12,,,True,49.5,37.0,6.0,False,2022,18.0
LAT,Williams,8.0,91.341,18.0,112,8.0,SOFT,True,12,,,True,49.5,37.0,6.0,False,2022,19.0
HAM,Mercedes,8.0,89.086,19.0,112,9.0,SOFT,False,12,,,True,49.5,37.0,6.0,False,2022,6.0
MAG,Haas F1 Team,8.0,89.59,20.0,113,7.0,MEDIUM,True,12,,,True,49.3,36.9,6.0,False,2022,8.0
LEC,Ferrari,9.0,88.364,1.0,113,9.0,SOFT,True,12,,,True,49.3,36.9,6.0,False,2022,1.0
RUS,Mercedes,9.0,89.504,2.0,113,12.0,SOFT,False,12,,,True,49.3,36.9,6.0,False,2022,4.0
PER,Red Bull Racing,9.0,89.475,3.0,114,12.0,SOFT,False,12,,,True,49.3,36.9,6.0,False,2022,5.0
VER,Red Bull Racing,9.0,96.463,4.0,115,12.0,SOFT,False,12,,,True,49.3,36.9,6.0,False,2022,2.0
BOT,Alfa Romeo,9.0,89.517,5.0,116,12.0,SOFT,False,12,,,True,49.3,36.9,6.0,False,2022,7.0
OCO,Alpine,9.0,89.822,6.0,117,9.0,SOFT,True,12,,,True,49.3,36.9,6.0,False,2022,12.0
MSC,Haas F1 Team,9.0,90.732,7.0,117,11.0,SOFT,False,12,,,True,49.3,36.9,6.0,False,2022,10.0
NOR,McLaren,9.0,89.795,8.0,118,9.0,SOFT,True,12,,,True,49.3,36.9,6.0,False,2022,11.0
RIC,McLaren,9.0,91.767,9.0,118,12.0,SOFT,False,12,,,True,49.3,36.9,6.0,False,2022,9.0
TSU,AlphaTauri,9.0,90.644,10.0,119,9.0,SOFT,True,12,,,True,49.3,36.9,6.0,False,2022,13.0
